"","Year","Period","State","State.ANSI","colony_added","colony_max","colony_cd_loss","colony_loss","colony_loss_pct","Disesases","Other","Pesticides","Pests.excl.Varroa.mites","Unknown","Varroa.mites","colony_reno_pct"
"784",2017,"APR THRU JUN","MASSACHUSETTS",25,"1,400","8,000",NA,"140","2","12.9","0.4","11","12.5","1.6","14.8","6"
"785",2017,"APR THRU JUN","MICHIGAN",26,"20,000","100,000",NA,"7,500","8","0.2","0.9","2.1","7.2","0.5","19.1","14"
"786",2017,"APR THRU JUN","MINNESOTA",27,"19,000","128,000",NA,"12,000","9","2.3","6.6","12.8","4.7","2.2","20.5","7"
"787",2017,"APR THRU JUN","MISSISSIPPI",28,"5,500","89,000",NA,"3,800","4","0","3.7","1.7","0.9","0.8","14","29"
"788",2017,"APR THRU JUN","MISSOURI",29,"1,800","7,000",NA,"270","4","3","5.1","1","8.9","1.9","13.4","14"
"789",2017,"APR THRU JUN","MONTANA",30,"18,000","135,000",NA,"3,700","3","4.2","4.4","3.5","4","0.6","20","13"
"790",2017,"APR THRU JUN","NEBRASKA",31,"7,000","43,000",NA,"1,500","3","1","16","37.6","38.4","0.8","50.1","63"
"791",2017,"APR THRU JUN","NEW JERSEY",34,"1,900","21,000",NA,"430","2","2.3","0.3","1.9","5.6","0.8","21.4","3"
"792",2017,"APR THRU JUN","NEW MEXICO",35,"3,300","7,500",NA,"1,800","24","72.9","35.6","0","0.6","0.6","88.4","52"
"793",2017,"APR THRU JUN","NEW YORK",36,"16,500","43,000",NA,"1,300","3","2.1","8.9","2","2.1","0.1","22.2","17"
"794",2017,"APR THRU JUN","NORTH CAROLINA",37,"5,000","25,000",NA,"3,000","12","2.3","5.1","0.8","5.5","1.5","23.4","11"
"795",2017,"APR THRU JUN","NORTH DAKOTA",38,"31,000","450,000",NA,"16,000","4","3.2","3.2","5.3","4","1","29.3","9"
"796",2017,"APR THRU JUN","OHIO",39,"7,000","15,000",NA,"1,100","7","6.2","16.6","10.4","6.4","3","45.5","17"
"797",2017,"APR THRU JUN","OKLAHOMA",40,"4,700","17,000",NA,"200","1","11.2","7.7","0.5","2.3","0.3","23.6","7"
"798",2017,"APR THRU JUN","OREGON",41,"15,500","92,000",NA,"5,000","5","8.8","15.8","3.5","10.6","11.3","37.2","24"
"799",2017,"APR THRU JUN","OTHER STATES",NA,"870","7,160",NA,"160","2","0.3","3.9","0","0.4","0.6","6.7","13"
"800",2017,"APR THRU JUN","PENNSYLVANIA",42,"7,500","17,500",NA,"540","3","0.7","2.4","1.5","1","1.5","13.5","13"
"801",2017,"APR THRU JUN","SOUTH CAROLINA",45,"3,000","20,000",NA,"870","4","15.1","4.1","18.5","21.7","0.4","24.3","19"
"802",2017,"APR THRU JUN","SOUTH DAKOTA",46,"10,000","168,000",NA,"13,000","8","1","5","6.4","1.4","3.6","8.7","14"
"803",2017,"APR THRU JUN","TENNESSEE",47,"2,600","9,000",NA,"1,300","14","1","10.6","3.1","25.5","3.9","53.4","17"
"804",2017,"APR THRU JUN","TEXAS",48,"43,000","350,000",NA,"28,000","8","1.5","2.8","12.4","16.8","1.4","28.7","42"
"805",2017,"APR THRU JUN","UTAH",49,"12,500","31,000",NA,"2,700","9","0.3","12.6","0.1","1.3","0","36.7","32"
"806",2017,"APR THRU JUN","VERMONT",50,"390","8,000",NA,"170","2","0.3","0.2","0","0.3","0.5","3.3","2"
"807",2017,"APR THRU JUN","VIRGINIA",51,"3,100","9,500",NA,"1,000","11","0.9","1.8","5","18","4.8","18.7","12"
"808",2017,"APR THRU JUN","WASHINGTON",53,"30,000","111,000",NA,"7,000","6","4.2","3.6","7.5","5","0.4","21.3","18"
"809",2017,"APR THRU JUN","WEST VIRGINIA",54,"4,100","7,500",NA,"370","5","1.8","3.7","0.4","1.6","1.6","11.6","33"
"810",2017,"APR THRU JUN","WISCONSIN",55,"13,000","65,000",NA,"4,000","6","1.7","3.2","2.2","1.7","0.3","13.8","10"
"811",2017,"APR THRU JUN","WYOMING",56,"6,000","30,000",NA,"1,300","4","12.6","5.7","2.8","3.5","1.9","34.1","12"
"812",2017,"JAN THRU MAR","ALABAMA",1,"570","7,000",NA,"1,600","23","0.2","6.7","3.2","9.8","9.3","19.9","11"
"813",2017,"JAN THRU MAR","ARIZONA",4,"2,900","32,000",NA,"6,000","19","3.8","6.5","1.7","2","2.1","35.6","0"
"814",2017,"JAN THRU MAR","ARKANSAS",5,"430","20,000",NA,"3,500","18","0.1","3","0.5","14.6","1","31.5","1"
"815",2017,"JAN THRU MAR","CALIFORNIA",6,"137,000","1,470,000",NA,"195,000","13","7.5","6.6","9.2","12.6","6.3","37.7","6"
"816",2017,"JAN THRU MAR","COLORADO",8,"100","21,000",NA,"1,100","5","(Z)","2.6","0.9","(Z)","0.4","17","0"
"817",2017,"JAN THRU MAR","CONNECTICUT",9,"100","3,100",NA,"380","12","0","6.1","0","1.5","5.6","51.5","4"
"818",2017,"JAN THRU MAR","FLORIDA",12,"78,000","265,000",NA,"30,000","11","1.5","6.2","14.2","14.8","17.9","37.6","13"
"819",2017,"JAN THRU MAR","GEORGIA",13,"25,000","125,000",NA,"14,000","11","0.2","4.4","2.6","7","1.8","35.3","17"
"820",2017,"JAN THRU MAR","HAWAII",15,"510","13,000",NA,"190","1","0.2","0.1","0","2.1","0.1","1.2","(Z)"
"821",2017,"JAN THRU MAR","IDAHO",16,"2,000","99,000",NA,"8,500","9","42.3","1.7","21.2","42.3","0.4","74.2","(Z)"
"822",2017,"JAN THRU MAR","ILLINOIS",17,"3,100","11,000",NA,"2,900","26","0.5","9.9","3.7","13.1","8","21.2","1"
"823",2017,"JAN THRU MAR","INDIANA",18,"1,700","7,500",NA,"1,900","25","5.2","10.4","4.1","8","7.1","15.8","1"
"824",2017,"JAN THRU MAR","IOWA",19,"70","15,500",NA,"3,000","19","8.4","11.9","12","8.3","11.7","33.6","0"
"825",2017,"JAN THRU MAR","KANSAS",20,"930","3,800",NA,"1,000","26","0","16.4","3.6","3","14.3","47.2","10"
"826",2017,"JAN THRU MAR","KENTUCKY",21,"950","7,000",NA,"1,300","19","0.4","16","3.8","11.5","7.5","31.9","6"
"827",2017,"JAN THRU MAR","LOUISIANA",22,"11,000","47,000",NA,"2,700","6","0.1","4.3","1.8","9.6","1.8","25.8","4"
"828",2017,"JAN THRU MAR","MAINE",23,"100","3,100",NA,"1,000","32","30.5","26.3","8.1","20.9","0","23.9","0"
"829",2017,"JAN THRU MAR","MARYLAND",24,"770","9,000",NA,"2,100","23","1","11.9","1","3.3","4.3","11.3","3"
"830",2017,"JAN THRU MAR","MASSACHUSETTS",25,"120","3,300",NA,"1,500","45","3","10.5","4.5","5.6","5.6","32.5","3"
"831",2017,"JAN THRU MAR","MICHIGAN",26,"600","59,000",NA,"5,000","8","0","1.1","1.9","0.3","3.9","7.9","(Z)"
"832",2017,"JAN THRU MAR","MINNESOTA",27,"3,300","41,000",NA,"3,500","9","0.1","9","0.9","0.4","5.8","2.1","0"
"833",2017,"JAN THRU MAR","MISSISSIPPI",28,"23,000","68,000",NA,"2,600","4","(Z)","0.5","0.1","35.3","1.4","41.7","10"
"834",2017,"JAN THRU MAR","MISSOURI",29,"400","7,500",NA,"1,200","16","0.5","5.4","2.7","15.4","5.2","16.6","(Z)"
"835",2017,"JAN THRU MAR","MONTANA",30,"3,100","46,000",NA,"470","1","0","6","2.5","15.1","0.1","34","13"
"836",2017,"JAN THRU MAR","NEBRASKA",31,"120","13,000",NA,"750","6","0.4","2.1","0","0.3","1.2","14.8","0"
"837",2017,"JAN THRU MAR","NEW JERSEY",34,"10","6,000",NA,"490","8","0.3","0.8","0.1","0.7","0.6","16.3","0"
"838",2017,"JAN THRU MAR","NEW MEXICO",35,"3,600","5,500",NA,"2,100","38","87.4","2","0","0","0","93.9","0"
"839",2017,"JAN THRU MAR","NEW YORK",36,"520","33,000",NA,"6,000","18","9.8","13.2","4.4","9.4","10.8","20.4","0"
"840",2017,"JAN THRU MAR","NORTH CAROLINA",37,"3,700","23,000",NA,"2,500","11","0.2","7.2","1.5","17.4","3.9","34.7","5"
"841",2017,"JAN THRU MAR","NORTH DAKOTA",38,"1,100","123,000",NA,"640","1","0","0.2","0","0","0.2","0.8","(Z)"
"842",2017,"JAN THRU MAR","OHIO",39,"1,300","17,500",NA,"4,400","25","0.6","5.2","0.1","11.6","16.5","25.8","3"
"843",2017,"JAN THRU MAR","OKLAHOMA",40,"9,500","26,000",NA,"550","2","0","0.5","0.1","1","0.3","11.9","7"
"844",2017,"JAN THRU MAR","OREGON",41,"7,500","90,000",NA,"8,000","9","10.1","15.4","9.1","8.5","8.5","28.7","2"
"845",2017,"JAN THRU MAR","OTHER STATES",NA,"130","6,490",NA,"1,540","24","6.6","1.8","2.6","0.8","2.5","3.4","1"
"846",2017,"JAN THRU MAR","PENNSYLVANIA",42,"810","18,000",NA,"4,000","22","0.8","3.6","2.9","2.4","7.2","20.9","2"
"847",2017,"JAN THRU MAR","SOUTH CAROLINA",45,"4,700","17,500",NA,"1,600","9","0.4","2.7","1.1","5.3","1.8","12.6","6"
"848",2017,"JAN THRU MAR","SOUTH DAKOTA",46,"1,500","48,000",NA,"2,700","6","0","0.2","0","0","0.3","2.9","1"
"849",2017,"JAN THRU MAR","TENNESSEE",47,"1,500","8,500",NA,"1,600","19","0.9","8.1","2.4","12.6","7","28.6","2"
"850",2017,"JAN THRU MAR","TEXAS",48,"130,000","340,000",NA,"49,000","14","2","3.5","5.1","22.5","3.6","36.2","20"
"851",2017,"JAN THRU MAR","UTAH",49,"3,900","19,000",NA,"2,700","14","0.1","2","0","0","0.3","38.7","(Z)"
"852",2017,"JAN THRU MAR","VERMONT",50,"0","6,500",NA,"440","7","2.1","0.9","0.2","0.7","2.2","6","0"
"853",2017,"JAN THRU MAR","VIRGINIA",51,"1,900","8,000",NA,"1,400","18","2.8","7.4","3.2","12.8","8.4","21.4","4"
"854",2017,"JAN THRU MAR","WASHINGTON",53,"8,500","104,000",NA,"9,000","9","0","8","0","0.1","4.4","6.8","0"
"855",2017,"JAN THRU MAR","WEST VIRGINIA",54,"450","8,000",NA,"800","10","0.2","11.9","0","1","1.3","15.8","1"
"856",2017,"JAN THRU MAR","WISCONSIN",55,"450","22,000",NA,"4,400","20","1.1","4","2","1.9","10.5","19","(Z)"
"857",2017,"JAN THRU MAR","WYOMING",56,"1,300","17,000",NA,"3,600","21","0.2","0.6","0","0","(Z)","0.2","0"
"858",2017,"JUL THRU SEP","ALABAMA",1,"690","9,500",NA,"900","9","0","7.5","35.4","22.1","3.9","69.5","6"
"859",2017,"JUL THRU SEP","ARIZONA",4,"5,000","26,000",NA,"4,100","16","0.5","12.4","1.1","0.4","6.3","19.8","12"
"860",2017,"JUL THRU SEP","ARKANSAS",5,"4,400","29,000",NA,"6,000","21","0","9.3","17","9.1","2.3","61.4","1"
"861",2017,"JUL THRU SEP","CALIFORNIA",6,"73,000","670,000",NA,"67,000","10","5.6","10.1","13.4","15.8","3.6","42.3","11"
"862",2017,"JUL THRU SEP","COLORADO",8,"2,900","42,000",NA,"4,300","10","2.6","7.8","9.1","1.4","1.4","52.9","15"
"863",2017,"JUL THRU SEP","CONNECTICUT",9,"50","3,500",NA,"130","4","0.1","13","0","1.5","0","25.1","1"
"864",2017,"JUL THRU SEP","FLORIDA",12,"39,000","180,000",NA,"39,000","22","3.7","11.4","6.3","13.2","21.5","42.9","23"
"865",2017,"JUL THRU SEP","GEORGIA",13,"19,000","122,000",NA,"15,500","13","2.3","15.1","14.1","18","6.9","47.6","19"
"866",2017,"JUL THRU SEP","HAWAII",15,"430","15,000",NA,"1,100","7","0.3","2","0","4.3","(Z)","2.8","(Z)"
"867",2017,"JUL THRU SEP","IDAHO",16,"9,000","116,000",NA,"12,000","10","6.7","9.5","15.5","19.1","5.1","53.7","14"
"868",2017,"JUL THRU SEP","ILLINOIS",17,"710","13,000",NA,"1,100","8","2.8","4.6","2.8","14.2","3.3","29.9","9"
"869",2017,"JUL THRU SEP","INDIANA",18,"420","13,000",NA,"930","7","0.4","3.8","3.9","5.9","2","13.9","6"
"870",2017,"JUL THRU SEP","IOWA",19,"2,100","43,000",NA,"2,200","5","2.4","4","3.9","7.2","2.2","17.2","9"
"871",2017,"JUL THRU SEP","KANSAS",20,"1,400","7,000",NA,"1,700","24","14.8","1.1","20.3","52.6","7.4","65.4","14"
"872",2017,"JUL THRU SEP","KENTUCKY",21,"450","9,000",NA,"1,600","18","4.6","10.3","0.6","39.2","6.2","46.4","8"
"873",2017,"JUL THRU SEP","LOUISIANA",22,"14,500","64,000",NA,"13,500","21","0.3","4","1.6","74.5","14.9","59.2","53"
"874",2017,"JUL THRU SEP","MAINE",23,"210","6,000",NA,"400","7","0.9","1.2","3.9","0.9","0.1","3.4","5"
"875",2017,"JUL THRU SEP","MARYLAND",24,"1,300","8,500",NA,"1,600","19","0.7","5.1","1.6","10.1","9.1","8.8","7"
"876",2017,"JUL THRU SEP","MASSACHUSETTS",25,"790","9,000",NA,"760","8","0.7","0.8","2.3","0.9","0.1","82","5"
"877",2017,"JUL THRU SEP","MICHIGAN",26,"4,300","109,000",NA,"17,500","16","8.6","15","13.7","11.9","2.9","56.8","11"
"878",2017,"JUL THRU SEP","MINNESOTA",27,"1,900","136,000",NA,"20,000","15","1.8","11.6","9.4","4.7","2.3","39.8","2"
"879",2017,"JUL THRU SEP","MISSISSIPPI",28,"250","24,000",NA,"2,900","12","0.7","18.1","0.2","4.8","0.7","71.1","1"
"880",2017,"JUL THRU SEP","MISSOURI",29,"320","9,000",NA,"580","6","2.8","1.6","34","36","35","77.7","3"
"881",2017,"JUL THRU SEP","MONTANA",30,"3,100","161,000",NA,"18,500","11","6.9","19.1","2.2","6.7","2","42.3","14"
"882",2017,"JUL THRU SEP","NEBRASKA",31,"880","47,000",NA,"3,700","8","0.4","9.2","7.1","6.6","0.2","15.1","29"
"883",2017,"JUL THRU SEP","NEW JERSEY",34,"280","16,000",NA,"420","3","0","0.4","0.8","2.9","1.9","10.7","1"
"884",2017,"JUL THRU SEP","NEW MEXICO",35,"1,800","8,500",NA,"2,500","29","17.8","3.1","13.6","3.3","0.3","74.3","2"
"885",2017,"JUL THRU SEP","NEW YORK",36,"3,100","59,000",NA,"6,500","11","6.2","13.6","9.4","19.8","1.8","45.1","15"
"886",2017,"JUL THRU SEP","NORTH CAROLINA",37,"4,100","27,000",NA,"3,300","12","3.3","7.6","20.3","36.1","1.8","74.5","11"
"887",2017,"JUL THRU SEP","NORTH DAKOTA",38,"24,000","490,000",NA,"48,000","10","3.4","8.1","8.1","11.9","1.9","42","20"
"888",2017,"JUL THRU SEP","OHIO",39,"1,100","23,000",NA,"1,800","8","4.7","11.7","6.7","19.1","7","51.5","8"
"889",2017,"JUL THRU SEP","OKLAHOMA",40,"80","4,400",NA,"510","12","10","4.7","3.8","23","2","22","6"
"890",2017,"JUL THRU SEP","OREGON",41,"7,500","101,000",NA,"13,500","13","11.3","6.4","13.2","10.6","1.8","54.4","28"
"891",2017,"JUL THRU SEP","OTHER STATES",NA,"380","10,000",NA,"1,070","11","2.3","1.2","6.7","4.7","1.3","51.1","7"
"892",2017,"JUL THRU SEP","PENNSYLVANIA",42,"6,000","18,500",NA,"1,500","8","2.7","2.2","3.7","5.7","0.9","41.4","9"
"893",2017,"JUL THRU SEP","SOUTH CAROLINA",45,"640","14,500",NA,"1,700","12","0.2","5.2","3","11.8","0.8","26.4","3"
"894",2017,"JUL THRU SEP","SOUTH DAKOTA",46,"6,000","159,000",NA,"16,500","10","5","27","10.1","13.4","2.5","47.4","5"
"895",2017,"JUL THRU SEP","TENNESSEE",47,"800","10,000",NA,"1,700","17","2.1","5.3","6","22.1","6.9","42.8","10"
"896",2017,"JUL THRU SEP","TEXAS",48,"21,000","115,000",NA,"15,000","13","0.1","18.3","24","23","1.5","33.7","7"
"897",2017,"JUL THRU SEP","UTAH",49,"5,500","35,000",NA,"6,500","19","0.5","15.9","16.7","0.1","9.1","40.5","9"
"898",2017,"JUL THRU SEP","VERMONT",50,"520","7,500",NA,"180","2","4.7","7","(Z)","9","0.7","16.8","4"
"899",2017,"JUL THRU SEP","VIRGINIA",51,"430","11,500",NA,"1,200","10","1.5","4.4","0.5","26.5","1.6","50.3","4"
"900",2017,"JUL THRU SEP","WASHINGTON",53,"5,500","92,000",NA,"17,000","18","2","0.7","1.2","2.7","2.4","23.7","11"
"901",2017,"JUL THRU SEP","WEST VIRGINIA",54,"440","9,000",NA,"930","10","1.4","9.5","0.6","6.2","3.8","23.2","21"
"902",2017,"JUL THRU SEP","WISCONSIN",55,"6,000","75,000",NA,"12,500","17","18.5","13","21.8","21","12.1","61.6","12"
"903",2017,"JUL THRU SEP","WYOMING",56,"3,100","36,000",NA,"5,500","15","9.3","5.6","4.4","1.6","5.2","21.8","10"
"904",2017,"OCT THRU DEC","ALABAMA",1,"550","7,500",NA,"990","13","8.8","1.7","9.5","10.1","5.2","22.3","7"
"905",2017,"OCT THRU DEC","ARIZONA",4,"1,300","30,000",NA,"6,500","22","2.3","4.1","1.6","4.2","0.1","61.6","4"
"906",2017,"OCT THRU DEC","ARKANSAS",5,"2,500","25,000",NA,"7,500","30","26.6","24.1","31","29.2","0.4","37.5","2"
"907",2017,"OCT THRU DEC","CALIFORNIA",6,"90,000","1,200,000",NA,"155,000","13","7.4","17.1","17","14.1","6.3","47.9","9"
"908",2017,"OCT THRU DEC","COLORADO",8,"1,500","34,000",NA,"7,000","21","0.2","15.5","20","0.7","5.3","30.2","12"
"909",2017,"OCT THRU DEC","CONNECTICUT",9,"190","4,000",NA,"330","8","0","1.6","0.6","2.8","1.6","36.4","3"
"910",2017,"OCT THRU DEC","FLORIDA",12,"55,000","240,000",NA,"50,000","21","7.5","7.6","10.4","16.8","26.2","41.4","15"
"911",2017,"OCT THRU DEC","GEORGIA",13,"4,300","145,000",NA,"21,000","14","12.3","3.6","15.3","15.1","4.6","56.8","2"
"912",2017,"OCT THRU DEC","HAWAII",15,"970","15,000",NA,"130","1","0.1","0.1","0","66.1","0","57.2","2"
"913",2017,"OCT THRU DEC","IDAHO",16,"10,000","164,000",NA,"9,000","5","17.7","1.7","14.9","16.9","0.2","34","3"
"914",2017,"OCT THRU DEC","ILLINOIS",17,"140","13,500",NA,"1,800","13","0.8","4.9","7.9","10.2","4.9","28.9","3"
"915",2017,"OCT THRU DEC","INDIANA",18,"320","11,500",NA,"1,700","15","1.7","3.9","0.7","5.6","8","23.5","1"
"916",2017,"OCT THRU DEC","IOWA",19,"250","45,000",NA,"6,500","14","12.3","17.9","32.6","25.5","5.5","61","8"
"917",2017,"OCT THRU DEC","KANSAS",20,"140","6,500",NA,"830","13","3.3","0.6","8.6","7.7","10.2","17.9","1"
"918",2017,"OCT THRU DEC","KENTUCKY",21,"50","7,500",NA,"870","12","0.5","5.6","6.5","24.4","19.1","54.3","2"
"919",2017,"OCT THRU DEC","LOUISIANA",22,"390","60,000",NA,"2,700","5","0.3","2.1","0.6","26.6","10.4","31.5","3"
"920",2017,"OCT THRU DEC","MAINE",23,"220","6,000",NA,"60","1","0.4","0.6","0","6.2","0","24.9","2"
"921",2017,"OCT THRU DEC","MARYLAND",24,"20","10,500",NA,"1,300","12","0.2","1.8","1.1","3.1","7.8","7.9","4"
"922",2017,"OCT THRU DEC","MASSACHUSETTS",25,"120","6,000",NA,"1,100","18","6.7","1.5","2.7","1.2","0.3","13.2","9"
"923",2017,"OCT THRU DEC","MICHIGAN",26,"990","88,000",NA,"11,500","13","5.3","1.5","23.6","13.6","2","53.8","2"
"924",2017,"OCT THRU DEC","MINNESOTA",27,"1,900","98,000",NA,"7,000","7","4.2","7.2","39.8","4","3.1","62.9","(Z)"
"925",2017,"OCT THRU DEC","MISSISSIPPI",28,"280","22,000",NA,"3,400","15","1.4","1.5","1.5","6.1","4.1","19.3","4"
"926",2017,"OCT THRU DEC","MISSOURI",29,"100","9,500",NA,"820","9","1","4.2","0.1","14.2","1.6","16.7","2"
"927",2017,"OCT THRU DEC","MONTANA",30,"5,500","121,000",NA,"13,000","11","3.1","5.3","5.9","4.1","4.1","54.2","2"
"928",2017,"OCT THRU DEC","NEBRASKA",31,"80","42,000",NA,"7,500","18","4.1","4.3","2.1","3.3","11.5","26.6","(Z)"
"929",2017,"OCT THRU DEC","NEW JERSEY",34,"330","15,500",NA,"1,200","8","4.4","3.3","4.4","6.8","0","18.9","2"
"930",2017,"OCT THRU DEC","NEW YORK",36,"820","51,000",NA,"3,900","8","8","0.4","5.4","12.7","2.6","22.3","1"
"931",2017,"OCT THRU DEC","NORTH CAROLINA",37,"60","23,000",NA,"5,000","22","3.9","11.7","1.5","16.3","6.7","64.2","1"
"932",2017,"OCT THRU DEC","NORTH DAKOTA",38,"10,000","410,000",NA,"26,000","6","0.2","0.9","0.5","16.5","0.3","41.7","1"
"933",2017,"OCT THRU DEC","OHIO",39,"510","18,500",NA,"2,800","15","7.1","8.4","6.4","23.3","2.9","45.3","5"
"934",2017,"OCT THRU DEC","OREGON",41,"70","94,000",NA,"10,000","11","28","3.9","14.2","23.3","1.8","50.6","20"
"935",2017,"OCT THRU DEC","OTHER STATES",NA,"150","6,970",NA,"360","5","3","1","2.2","1.7","2.4","11.5","3"
"936",2017,"OCT THRU DEC","PENNSYLVANIA",42,"2,500","24,000",NA,"5,500","23","1","2.9","6.9","5.4","2.3","44.7","5"
"937",2017,"OCT THRU DEC","SOUTH CAROLINA",45,"1,300","15,000",NA,"2,000","13","14.6","1.9","0.2","19.4","1.9","31.6","5"
"938",2017,"OCT THRU DEC","TENNESSEE",47,"230","10,500",NA,"1,300","12","0.2","7.5","2","18.9","15.3","22.8","3"
"939",2017,"OCT THRU DEC","TEXAS",48,"3,200","285,000",NA,"20,000","7","7.1","3.8","2.9","21.4","5.2","33.9","1"
"940",2017,"OCT THRU DEC","UTAH",49,"480","29,000",NA,"2,000","7","11","9.4","9.2","8.9","19.8","24.3","(Z)"
"941",2017,"OCT THRU DEC","VERMONT",50,"10","6,500",NA,"470","7","22.1","5.7","55.2","44.5","1.8","96.6","(Z)"
"942",2017,"OCT THRU DEC","VIRGINIA",51,"300","9,500",NA,"1,100","12","1.3","6.9","7.5","20.6","3.9","20.9","2"
"943",2017,"OCT THRU DEC","WASHINGTON",53,"2,900","72,000",NA,"4,000","6","(Z)","0.4","0.3","6","0.2","21.7","19"
"944",2017,"OCT THRU DEC","WEST VIRGINIA",54,"70","8,500",NA,"1,200","14","2.4","7.8","0.1","5.3","3.6","60.1","19"
"945",2017,"OCT THRU DEC","WISCONSIN",55,"530","55,000",NA,"8,500","15","33.1","15.3","22.8","36.9","15.2","53.1","5"
"946",2017,"OCT THRU DEC","WYOMING",56,"2,500","29,000",NA,"3,500","12","8.4","8.1","5.9","2.4","0.6","38","1"
"947",2016,"APR THRU JUN","ALABAMA",1,"1,200","8,000",NA,"930","12","0.3","4.8","1.7","8.2","5.4","9.6","9"
"948",2016,"APR THRU JUN","ARIZONA",4,"14,000","23,000",NA,"3,700","16","17.2","17.4","12","47.5","3.5","26.8","7"
"949",2016,"APR THRU JUN","ARKANSAS",5,"12,000","24,000",NA,"3,400","14","5.5","3.4","0.1","8.5","1.6","84.9","7"
"950",2016,"APR THRU JUN","CALIFORNIA",6,"240,000","1,150,000",NA,"108,000","9","11.2","15.3","14.2","14.1","2.6","49.7","16"
"951",2016,"APR THRU JUN","COLORADO",8,"9,000","29,000",NA,"1,800","6","3.3","2.6","1.4","0.8","0.3","38.7","2"
"952",2016,"APR THRU JUN","CONNECTICUT",9,"390","2,500",NA,"100","4","0.5","4.4","0.3","0.6","1.2","9.3","2"
"953",2016,"APR THRU JUN","FLORIDA",12,"43,000","240,000",NA,"29,000","12","10","10.1","11.6","23.3","2","48.2","9"
"954",2016,"APR THRU JUN","GEORGIA",13,"17,500","111,000",NA,"11,000","10","2","11.7","28.4","28.4","2.7","59.3","3"
"955",2016,"APR THRU JUN","HAWAII",15,"870","13,500",NA,"830","6","0","3.2","0.6","38.1","0","35.6","0"
"956",2016,"APR THRU JUN","IDAHO",16,"19,000","80,000",NA,"6,000","8","2.7","5.4","3.1","4.8","2.7","21.2","7"
"957",2016,"APR THRU JUN","ILLINOIS",17,"2,200","9,000",NA,"740","8","2","4.7","3.1","4.4","2.1","11.4","4"
"958",2016,"APR THRU JUN","INDIANA",18,"2,700","7,000",NA,"220","3","0","2.8","2.1","2.9","4.3","12.5","13"
"959",2016,"APR THRU JUN","IOWA",19,"26,000","26,000",NA,"2,400","9","18.7","6","0.6","17.8","5.7","23.5","3"
"960",2016,"APR THRU JUN","KANSAS",20,"3,000","6,000",NA,"960","16","2.8","3.7","8.3","11.6","1.8","47.3","15"
"961",2016,"APR THRU JUN","KENTUCKY",21,"2,100","6,000",NA,"450","8","1.7","16","28.4","36.1","3.8","38.9","5"
"962",2016,"APR THRU JUN","LOUISIANA",22,"10,000","53,000",NA,"4,300","8","0","1.2","0.3","1.1","0.6","20.7","18"
"963",2016,"APR THRU JUN","MAINE",23,"510","25,000",NA,"4,200","17","4.3","2.4","31.1","0","27.9","82.7","2"
"964",2016,"APR THRU JUN","MARYLAND",24,"2,800","9,000",NA,"320","4","2.4","3.3","2.9","2.3","0.6","4.2","4"
"965",2016,"APR THRU JUN","MASSACHUSETTS",25,"1,100","8,500",NA,"300","4","0.3","2.3","10.6","10.6","11.9","40.5","5"
"966",2016,"APR THRU JUN","MICHIGAN",26,"13,500","103,000",NA,"7,500","7","1.1","11.8","16.5","9.3","1.1","54.1","3"
"967",2016,"APR THRU JUN","MINNESOTA",27,"24,000","126,000",NA,"13,000","10","6.5","8.6","18.2","6","7.6","20.8","3"
"968",2016,"APR THRU JUN","MISSISSIPPI",28,"9,000","90,000",NA,"3,700","4","1.2","1.2","2.7","2.3","0.1","12.3","68"
"969",2016,"APR THRU JUN","MISSOURI",29,"1,800","12,500",NA,"770","6","0.7","1.6","0.1","1.6","1.2","17.2","6"
"970",2016,"APR THRU JUN","MONTANA",30,"25,000","157,000",NA,"7,000","4","4.5","6.9","3.9","7.1","0.2","30.3","9"
"971",2016,"APR THRU JUN","NEBRASKA",31,"8,000","43,000",NA,"6,000","14","1","1.1","3.8","0.1","3.5","6.1","65"
"972",2016,"APR THRU JUN","NEW JERSEY",34,"1,900","18,000",NA,"1,500","8","0.2","0.2","0","0.9","0.3","11.9","1"
"973",2016,"APR THRU JUN","NEW MEXICO",35,"2,700","6,500",NA,"1,400","22","12.1","8.2","2.5","0.3","0","59.1","2"
"974",2016,"APR THRU JUN","NEW YORK",36,"13,500","46,000",NA,"4,000","9","0.9","4.1","11.7","3.1","3.8","20.4","3"
"975",2016,"APR THRU JUN","NORTH CAROLINA",37,"10,000","24,000",NA,"1,600","7","4.7","8.3","33.8","23.5","41.7","51.8","2"
"976",2016,"APR THRU JUN","NORTH DAKOTA",38,"23,000","530,000",NA,"27,000","5","2.1","3.6","1.1","3.7","0.2","16.2","18"
"977",2016,"APR THRU JUN","OHIO",39,"6,000","16,500",NA,"1,700","10","0.6","2.9","18.3","2.2","1.4","10.6","7"
"978",2016,"APR THRU JUN","OKLAHOMA",40,"4,000","13,000",NA,"310","2","0.2","0.6","1.2","2.8","0.4","51.8","77"
"979",2016,"APR THRU JUN","OREGON",41,"19,000","132,000",NA,"4,300","3","9.9","16.7","2.6","14.5","6","52.7","12"
"980",2016,"APR THRU JUN","OTHER STATES",NA,"3,270","15,530",NA,"1,070","7","0","0.6","0.8","0.2","5.4","7.6","2"
"981",2016,"APR THRU JUN","PENNSYLVANIA",42,"6,500","14,000",NA,"1,300","9","2.4","4.6","3.6","3.9","0.9","18.7","8"
